country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-02-2026 16:00:00",29.140560,75.744941,OZONE,46,92,71
India,Haryana,Jind,"Police Lines, Jind - HSPCB","18-02-2026 16:00:00",29.307814,76.337619,PM10,21,124,73
India,Haryana,Jind,"Police Lines, Jind - HSPCB","18-02-2026 16:00:00",29.307814,76.337619,SO2,2,4,3
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB","18-02-2026 16:00:00",29.8006,76.4155,PM2.5,45,239,116
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","18-02-2026 16:00:00",22.248853,70.776774,PM10,53,157,103
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ","18-02-2026 16:00:00",22.248853,70.776774,NH3,3,4,3
India,Gujarat,Surat,"Science Center, Surat - SMC","18-02-2026 16:00:00",21.170046,72.795405,NO2,6,13,10
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","18-02-2026 16:00:00",22.320153,73.216285,NO2,20,132,62
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro","18-02-2026 16:00:00",22.320153,73.216285,OZONE,2,35,13
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","18-02-2026 16:00:00",20.362421,72.918013,NH3,4,4,4
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","18-02-2026 16:00:00",29.695300,77.002700,PM2.5,37,311,175
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","18-02-2026 16:00:00",29.695300,77.002700,NO2,6,7,6
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB","18-02-2026 16:00:00",29.695300,77.002700,CO,1,54,1
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB","18-02-2026 16:00:00",29.966942,76.875879,SO2,1,74,12
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","18-02-2026 16:00:00",28.060249,76.113115,PM2.5,40,154,89
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-02-2026 16:00:00",23.593150,72.372792,PM10,38,172,93
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro","18-02-2026 16:00:00",23.593150,72.372792,CO,110,129,111
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","18-02-2026 16:00:00",34.066206,74.819820,SO2,3,4,3
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","18-02-2026 16:00:00",34.066206,74.819820,CO,4,18,13
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC","18-02-2026 16:00:00",34.066206,74.819820,OZONE,1,11,2
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","18-02-2026 16:00:00",23.80569,86.44268,OZONE,1,41,27
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","18-02-2026 16:00:00",16.172806,75.659694,OZONE,12,12,12
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","18-02-2026 16:00:00",12.9135218,77.5950804,CO,45,56,50
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","18-02-2026 16:00:00",12.951913,77.539784,PM10,94,155,123
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","18-02-2026 16:00:00",13.029152,77.585901,CO,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","18-02-2026 16:00:00",12.920984,77.584908,CO,8,47,25
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","18-02-2026 16:00:00",13.003872,77.664217,PM2.5,52,63,61
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","18-02-2026 16:00:00",13.003872,77.664217,NO2,26,34,27
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","18-02-2026 16:00:00",13.0270199,77.494094,CO,6,31,7
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","18-02-2026 16:00:00",12.921418,77.502466,PM10,66,150,107
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","18-02-2026 16:00:00",12.921418,77.502466,CO,3,28,14
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","18-02-2026 16:00:00",12.921418,77.502466,OZONE,22,25,24
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","18-02-2026 16:00:00",12.990328,77.5431385,PM10,50,54,52
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","18-02-2026 16:00:00",12.917348,77.622813,PM2.5,57,94,75
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","18-02-2026 16:00:00",11.55358,76.55521,OZONE,13,35,30
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","18-02-2026 16:00:00",13.428828,77.731418,PM10,39,85,56
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","18-02-2026 16:00:00",13.328028,75.797056,SO2,4,12,8
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","18-02-2026 16:00:00",13.328028,75.797056,CO,11,11,11
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-02-2026 16:00:00",15.3714823,75.1160168,PM10,61,74,65
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-02-2026 16:00:00",15.3714823,75.1160168,NH3,2,2,2
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","18-02-2026 16:00:00",15.3714823,75.1160168,OZONE,NA,NA,NA
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","18-02-2026 16:00:00",17.336318,76.847397,CO,38,60,42
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","18-02-2026 16:00:00",12.415911,75.735050,PM2.5,38,57,47
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","18-02-2026 16:00:00",12.415911,75.735050,PM10,46,68,56
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","18-02-2026 16:00:00",12.21041,76.37376,PM10,60,106,83
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","18-02-2026 16:00:00",12.733409,77.298051,CO,18,42,24
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","18-02-2026 16:00:00",12.733409,77.298051,OZONE,45,79,55
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","18-02-2026 16:00:00",13.377516,77.099072,PM10,104,132,114
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","18-02-2026 16:00:00",13.377516,77.099072,SO2,26,27,26
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","18-02-2026 16:00:00",13.377516,77.099072,OZONE,23,23,23
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","18-02-2026 16:00:00",16.802639,75.722694,PM10,61,62,62
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-02-2026 16:00:00",25.376776,86.471523,CO,20,56,49
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB","18-02-2026 16:00:00",26.11442,85.39813,SO2,2,6,4
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","18-02-2026 16:00:00",26.1403345,85.3650192,PM2.5,87,107,92
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","18-02-2026 16:00:00",25.586562,85.043586,CO,6,78,32
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","18-02-2026 16:00:00",25.586562,85.043586,OZONE,8,37,20
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-02-2026 16:00:00",25.592539,85.227158,PM2.5,182,327,290
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","18-02-2026 16:00:00",25.592539,85.227158,NO2,17,50,31
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","18-02-2026 16:00:00",25.567520,83.966379,NH3,3,3,3
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-02-2026 16:00:00",25.7808257,84.7446768,NO2,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-02-2026 16:00:00",25.7808257,84.7446768,NH3,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","18-02-2026 16:00:00",25.7808257,84.7446768,CO,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","18-02-2026 16:00:00",24.792403,84.992416,NH3,1,2,1
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","18-02-2026 16:00:00",24.762518,84.982348,PM2.5,NA,NA,NA
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","18-02-2026 16:00:00",24.762518,84.982348,OZONE,6,54,46
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","18-02-2026 16:00:00",25.697189,85.245900,NO2,37,143,98
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","18-02-2026 16:00:00",25.560083,87.553265,PM2.5,50,98,78
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","18-02-2026 16:00:00",25.560083,87.553265,NO2,9,10,9
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","18-02-2026 16:00:00",26.0881305,87.93840336,OZONE,32,34,32
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","18-02-2026 16:00:00",27.308328,84.531742,OZONE,9,10,10
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","18-02-2026 16:00:00",26.63086,84.90051,NH3,3,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB","18-02-2026 16:00:00",25.376776,86.471523,NH3,2,11,6
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-02-2026 16:00:00",25.42742023,86.13886079,OZONE,1,52,20
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","18-02-2026 16:00:00",26.80365,84.51954,PM2.5,48,150,80
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-02-2026 16:00:00",25.265194,87.012947,PM2.5,17,45,27
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","18-02-2026 16:00:00",25.265194,87.012947,PM10,NA,NA,NA
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","18-02-2026 16:00:00",25.204762,85.514960,CO,96,110,103
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","18-02-2026 16:00:00",26.181742,91.78063,PM2.5,61,367,247
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-02-2026 16:00:00",26.349082,92.68449,NH3,3,4,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","18-02-2026 16:00:00",26.349082,92.68449,SO2,5,15,11
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","18-02-2026 16:00:00",26.446912,91.439057,OZONE,12,16,14
India,Assam,Silchar,"Tarapur, Silchar - PCBA","18-02-2026 16:00:00",24.82827,92.79525,CO,38,86,66
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","18-02-2026 16:00:00",14.675886,77.593027,NH3,5,5,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","18-02-2026 16:00:00",14.675886,77.593027,SO2,11,17,16
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","18-02-2026 16:00:00",13.204880,79.097889,NO2,11,21,16
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-02-2026 16:00:00",14.465052,78.824187,PM10,48,78,64
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-02-2026 16:00:00",14.465052,78.824187,NH3,3,5,4
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","18-02-2026 16:00:00",14.465052,78.824187,OZONE,13,15,14
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","18-02-2026 16:00:00",27.103358,93.679645,PM10,65,415,157
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-02-2026 16:00:00",26.071318,91.87488,PM2.5,87,290,129
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","18-02-2026 16:00:00",26.071318,91.87488,PM10,65,131,83
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","18-02-2026 16:00:00",26.187500,91.744194,PM2.5,68,255,116
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","18-02-2026 16:00:00",26.187500,91.744194,PM10,50,135,89
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","18-02-2026 16:00:00",26.146529,87.454184,PM10,46,157,82
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-02-2026 16:00:00",25.5626095,84.663264,NO2,4,8,7
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","18-02-2026 16:00:00",25.5626095,84.663264,SO2,8,11,10
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-02-2026 16:00:00",25.42742023,86.13886079,PM2.5,43,227,136
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","18-02-2026 16:00:00",25.42742023,86.13886079,NO2,5,38,10
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-02-2026 16:00:00",16.536107,80.594233,PM2.5,49,174,76
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","18-02-2026 16:00:00",16.536107,80.594233,PM10,45,129,71
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","18-02-2026 16:00:00",16.486692,80.699436,PM10,53,134,72
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","18-02-2026 16:00:00",16.486692,80.699436,NH3,4,5,4
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","18-02-2026 16:00:00",16.554731,80.649110,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-02-2026 16:00:00",16.5150833,80.5181667,PM10,106,165,128
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-02-2026 16:00:00",16.5150833,80.5181667,NH3,4,6,4
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","18-02-2026 16:00:00",16.5150833,80.5181667,SO2,11,20,17
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","18-02-2026 16:00:00",28.4706914,77.1099364,OZONE,5,69,17
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-02-2026 16:00:00",28.776200,77.051074,NO2,12,75,34
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-02-2026 16:00:00",28.776200,77.051074,NH3,8,11,9
India,Delhi,Delhi,"Bawana, Delhi - DPCC","18-02-2026 16:00:00",28.776200,77.051074,CO,24,108,29
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","18-02-2026 16:00:00",28.5512005,77.2735737,NO2,17,47,35
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD","18-02-2026 16:00:00",28.5512005,77.2735737,OZONE,3,61,7
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-02-2026 16:00:00",28.656756,77.227234,SO2,7,59,28
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","18-02-2026 16:00:00",28.656756,77.227234,CO,79,167,103
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-02-2026 16:00:00",28.7500499,77.1112615,PM10,33,402,183
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-02-2026 16:00:00",28.7500499,77.1112615,NO2,38,49,45
India,Delhi,Delhi,"DTU, Delhi - CPCB","18-02-2026 16:00:00",28.7500499,77.1112615,CO,14,100,34
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","18-02-2026 16:00:00",25.892357,86.590325,PM10,90,187,137
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","18-02-2026 16:00:00",25.892357,86.590325,NH3,4,4,4
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","18-02-2026 16:00:00",25.859655,85.77944,PM10,54,160,86
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-02-2026 16:00:00",24.952822,84.002396,PM2.5,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","18-02-2026 16:00:00",24.952822,84.002396,PM10,NA,NA,NA
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-02-2026 16:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","18-02-2026 16:00:00",26.2271665,84.3570427,SO2,8,9,8
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","18-02-2026 16:00:00",30.735567,76.775714,PM10,24,208,76
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","18-02-2026 16:00:00",30.735567,76.775714,NO2,7,47,21
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","18-02-2026 16:00:00",25.610369,85.132568,OZONE,29,29,29
India,Bihar,Patna,"Muradpur, Patna - BSPCB","18-02-2026 16:00:00",25.619651,85.147382,NO2,9,12,11
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-02-2026 16:00:00",25.599486,85.113666,PM10,103,145,126
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-02-2026 16:00:00",25.599486,85.113666,NH3,2,5,4
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","18-02-2026 16:00:00",25.599486,85.113666,CO,34,119,43
India,Bihar,Patna,"Samanpura, Patna - BSPCB","18-02-2026 16:00:00",25.596727,85.085624,OZONE,20,143,64
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","18-02-2026 16:00:00",25.366336,87.117468,OZONE,5,48,15
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","18-02-2026 16:00:00",21.258815,81.578979,CO,18,80,42
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB","18-02-2026 16:00:00",21.258815,81.578979,OZONE,1,15,8
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","18-02-2026 16:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","18-02-2026 16:00:00",21.237755,81.705301,OZONE,6,29,15
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB","18-02-2026 16:00:00",22.06631475,83.33820077,NO2,NA,NA,NA
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","18-02-2026 16:00:00",22.348441,82.549611,PM10,44,419,100
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","18-02-2026 16:00:00",22.348441,82.549611,NO2,16,23,19
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-02-2026 16:00:00",22.126650,83.483212,PM2.5,20,64,48
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB","18-02-2026 16:00:00",22.126650,83.483212,NO2,12,62,38
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","18-02-2026 16:00:00",22.1910172,83.5197009,NH3,1,3,2
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.647622,77.3158090,CO,60,130,81
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.695381,77.181665,PM10,68,439,237
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.695381,77.181665,OZONE,3,92,24
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","18-02-2026 16:00:00",22.08815,82.13737,SO2,7,33,16
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-02-2026 16:00:00",22.118125,83.140608,PM10,32,91,56
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-02-2026 16:00:00",22.118125,83.140608,SO2,1,50,9
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","18-02-2026 16:00:00",22.118125,83.140608,OZONE,8,80,44
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","18-02-2026 16:00:00",30.719859,76.738637,OZONE,1,86,19
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","18-02-2026 16:00:00",28.498571,77.264840,NO2,12,104,71
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","18-02-2026 16:00:00",28.5710274,77.0719006,PM10,46,299,166
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-02-2026 16:00:00",28.5627763,77.1180053,NO2,41,100,73
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","18-02-2026 16:00:00",28.5627763,77.1180053,OZONE,2,36,12
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-02-2026 16:00:00",28.6811736,77.3025234,NO2,4,116,70
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","18-02-2026 16:00:00",28.6811736,77.3025234,SO2,3,21,11
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","18-02-2026 16:00:00",28.542460,77.191651,CO,34,110,67
India,Delhi,Delhi,"ITO, Delhi - CPCB","18-02-2026 16:00:00",28.628624,77.241060,PM10,52,175,119
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.710508,77.249485,PM2.5,57,380,247
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.710508,77.249485,NO2,22,84,46
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","18-02-2026 16:00:00",28.531346,77.190156,CO,22,102,53
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","18-02-2026 16:00:00",28.531346,77.190156,OZONE,2,81,18
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.672342,77.315260,CO,24,108,45
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","18-02-2026 16:00:00",28.672342,77.315260,OZONE,4,62,10
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-02-2026 16:00:00",28.699793,77.165453,PM10,81,489,290
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-02-2026 16:00:00",28.699793,77.165453,NH3,8,12,11
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","18-02-2026 16:00:00",28.699793,77.165453,SO2,2,13,9
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","18-02-2026 16:00:00",28.674045,77.131023,CO,36,111,46
India,Delhi,Delhi,"Pusa, Delhi - DPCC","18-02-2026 16:00:00",28.639652,77.146275,PM10,83,350,153
India,Delhi,Delhi,"Pusa, Delhi - DPCC","18-02-2026 16:00:00",28.639652,77.146275,SO2,4,18,12
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","18-02-2026 16:00:00",28.563262,77.186937,SO2,9,35,22
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","18-02-2026 16:00:00",28.563262,77.186937,CO,28,131,63
India,Delhi,Delhi,"Rohini, Delhi - DPCC","18-02-2026 16:00:00",28.732528,77.119920,PM2.5,73,416,224
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-02-2026 16:00:00",28.6514781,77.1473105,PM10,59,276,180
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-02-2026 16:00:00",28.6514781,77.1473105,NO2,58,180,99
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","18-02-2026 16:00:00",28.567890,77.250515,CO,43,122,76
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","18-02-2026 16:00:00",28.6573814,77.1585447,CO,2,137,26
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","18-02-2026 16:00:00",28.530785,77.271255,PM10,97,465,238
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC","18-02-2026 16:00:00",28.530785,77.271255,NH3,9,13,11
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","18-02-2026 16:00:00",28.623763,77.287209,CO,12,112,41
India,Delhi,Delhi,"Mundka, Delhi - DPCC","18-02-2026 16:00:00",28.684678,77.076574,OZONE,5,87,20
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-02-2026 16:00:00",28.60909,77.0325413,NO2,71,149,95
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","18-02-2026 16:00:00",28.60909,77.0325413,OZONE,12,72,21
India,Delhi,Delhi,"Narela, Delhi - DPCC","18-02-2026 16:00:00",28.822836,77.101981,PM10,87,406,247
India,Delhi,Delhi,"Narela, Delhi - DPCC","18-02-2026 16:00:00",28.822836,77.101981,CO,31,84,38
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","18-02-2026 16:00:00",23.107969,72.574648,PM2.5,69,144,94
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","18-02-2026 16:00:00",23.107969,72.574648,CO,13,37,23
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","18-02-2026 16:00:00",22.977134,72.553024,CO,22,82,42
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","18-02-2026 16:00:00",28.580280,77.233829,PM2.5,52,344,189
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","18-02-2026 16:00:00",28.611281,77.237738,NO2,38,142,102
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-02-2026 16:00:00",28.6514781,77.1473105,SO2,5,21,14
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","18-02-2026 16:00:00",28.6514781,77.1473105,OZONE,8,55,34
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","18-02-2026 16:00:00",28.5504249,77.2159377,SO2,28,44,36
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","18-02-2026 16:00:00",28.636429,77.201067,OZONE,6,70,26
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","18-02-2026 16:00:00",28.422681,77.148944,CO,23,82,62
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","18-02-2026 16:00:00",28.4227,77.0667,NO2,1,15,9
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","18-02-2026 16:00:00",28.4227,77.0667,CO,15,58,43
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","18-02-2026 16:00:00",28.4275,77.1465,NO2,NA,NA,NA
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","18-02-2026 16:00:00",28.4275,77.1465,OZONE,28,44,36
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-02-2026 16:00:00",29.140560,75.744941,PM2.5,16,58,36
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-02-2026 16:00:00",29.140560,75.744941,PM10,43,90,65
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","18-02-2026 16:00:00",29.140560,75.744941,SO2,6,15,10
India,Haryana,Jind,"Police Lines, Jind - HSPCB","18-02-2026 16:00:00",29.307814,76.337619,NH3,1,3,2
